Algorithm,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
SHA256,Bitcoin,Bitcoin (BTC),0,1182,/media/19633/btc.png,BTC,N/A,PoW,1,False,BTC,21000000,N/A,/coins/btc/overview
Scrypt,Litecoin,Litecoin (LTC),0,3808,/media/19782/litecoin-logo.png,LTC,N/A,PoW,3,False,LTC,84000000,N/A,/coins/ltc/overview
X11,DigitalCash,DigitalCash (DASH),0,3807,/media/20626/imageedit_27_4355944719.png,DASH,N/A,PoW/PoS,4,False,DASH,22000000,N/A,/coins/dash/overview
CryptoNight,Monero,Monero (XMR),0,5038,/media/19969/xmr.png,XMR,N/A,PoW,5,False,XMR,0,N/A,/coins/xmr/overview
PoS,Nxt,Nxt (NXT),1,1183,/media/20627/nxt.png,NXT,N/A,PoS/LPoS,6,False,NXT,1000000000,N/A,/coins/nxt/overview
Ethash,Ethereum Classic,Ethereum Classic (ETC),0,5324,/media/20275/etc2.png,ETC,N/A,PoW,7,False,ETC,N/A,N/A,/coins/etc/overview
Scrypt,Dogecoin,Dogecoin (DOGE),0,4432,/media/19684/doge.png,DOGE,N/A,PoW,8,False,DOGE,N/A,N/A,/coins/doge/overview
Equihash,ZCash,ZCash (ZEC),0,24854,/media/351360/zec.png,ZEC,N/A,PoW,9,False,ZEC,21000000,N/A,/coins/zec/overview
SHA-512,Bitshares,Bitshares (BTS),1,5039,/media/20705/bts.png,BTS,N/A,PoS,10,False,BTS,2511953117,N/A,/coins/bts/overview
SHA256,BitcoinDark,BitcoinDark (BTCD),0,4400,/media/19630/btcd_1.png,BTCD,N/A,PoW/PoS,13,False,BTCD,22000000,N/A,/coins/btcd/overview
N/A,PeerCoin,PeerCoin (PPC),0,2349,/media/19864/peercoin-logo.png,PPC,N/A,N/A,14,False,PPC,N/A,N/A,/coins/ppc/overview
X11,CraigsCoin,CraigsCoin (CRAIG),0,4425,/media/20022/craig.png,CRAIG,N/A,PoS,15,False,CRAIG,30000000,N/A,/coins/craig/overview
X11,Bitstake,Bitstake (XBS),0,5023,/media/351060/xbs_1.png,XBS,N/A,PoW/PoS,16,False,XBS,1300000,N/A,/coins/xbs/overview
SHA256,PayCoin,PayCoin (XPY),0,5030,/media/20076/xpy_1.png,XPY,N/A,PoS,17,False,XPY,12500000,N/A,/coins/xpy/overview
Scrypt,ProsperCoin,ProsperCoin (PRC),0,3638,/media/20393/prc.png,PRC,N/A,PoW,18,False,PRC,21000000,N/A,/coins/prc/overview
Multiple,YbCoin,YbCoin (YBC),0,3639,/media/19975/ybc.png,YBC,N/A,N/A,19,False,YBC,200000000,N/A,/coins/ybc/overview
X13,DarkKush,DarkKush (DANK),0,3640,/media/20247/dank.png,DANK,N/A,PoW/PoS,20,False,DANK,3000000,N/A,/coins/dank/overview
X11,GiveCoin,GiveCoin (GIVE),0,3641,/media/20297/give.png,GIVE,N/A,PoW,21,False,GIVE,500000000,N/A,/coins/give/overview
X15,KoboCoin,KoboCoin (KOBO),0,3642,/media/20329/kobo.png,KOBO,N/A,PoW/PoS,22,False,KOBO,350000000,N/A,/coins/kobo/overview
NIST5,DarkToken,DarkToken (DT),0,3643,/media/20031/dt.png,DT,N/A,PoW/PoS,23,False,DT,0,N/A,/coins/dt/overview
Scrypt,CETUS Coin,CETUS Coin (CETI),0,3644,/media/20228/ceti.png,CETI,N/A,PoW/PoS,24,False,CETI,0,N/A,/coins/ceti/overview
N/A,Supcoin,Supcoin (SUP),0,3645,/media/20442/sup.png,SUP,N/A,PoW,25,False,SUP,0,N/A,/coins/sup/overview
SHA256D,PetroDollar,PetroDollar (XPD),0,3646,/media/20162/xpd.png,XPD,N/A,N/A,26,False,XPD,122107462,N/A,/coins/xpd/overview
Scrypt,GeoCoin,GeoCoin (GEO),0,3647,/media/20292/geo.png,GEO,N/A,N/A,27,False,GEO,1000000000,N/A,/coins/geo/overview
N/A,CleverHash,CleverHash (CHASH),0,3648,/media/20231/chash.png,CHASH,N/A,N/A,28,False,CHASH,0,N/A,/coins/chash/overview
X11,Spreadcoin,Spreadcoin (SPR),0,3649,/media/20438/spr.png,SPR,N/A,PoW,29,False,SPR,20000000,N/A,/coins/spr/overview
N/A,NXTI,NXTI (NXTI),0,3650,/media/20376/nxti.png,NXTI,N/A,N/A,30,False,NXTI,N/A,N/A,/coins/nxti/overview
X11,Insanity Coin,Insanity Coin (WOLF),0,3653,/media/20559/wolf.png,WOLF,N/A,PoW,31,False,WOLF,50000000,N/A,/coins/wolf/overview
N/A,DogeParty,DogeParty (XDP),0,3655,/media/20560/xdp.png,XDP,N/A,N/A,32,False,XDP,0,N/A,/coins/xdp/overview
X11,2015 coin,2015 coin (2015),0,3744,/media/20180/2015.png,2015,N/A,PoW/PoS,33,False,2015,0,N/A,/coins/2015/overview
Scrypt,42 Coin,42 Coin (42),0,4321,/media/12318415/42.png,42,N/A,PoW/PoS,34,False,42,42,N/A,/coins/42/overview
Scrypt,Asia Coin,Asia Coin (AC),0,4322,/media/19593/ac.png,AC,N/A,PoS,35,False,AC,N/A,N/A,/coins/ac/overview
SHA256,ACoin,ACoin (ACOIN),0,4323,/media/20079/acoin.png,ACOIN,N/A,PoW,36,False,ACOIN,1600000,N/A,/coins/acoin/overview
X13,Aero Coin,Aero Coin (AERO),0,4324,/media/19594/aero.png,AERO,N/A,PoS,37,False,AERO,7000000,N/A,/coins/aero/overview
Scrypt,AlphaCoin,AlphaCoin (ALF),0,4325,/media/19600/alf.png,ALF,N/A,PoW,38,False,ALF,210182000,N/A,/coins/alf/overview
X13,Aegis,Aegis (AGS),0,4326,/media/19595/ags.png,AGS,N/A,PoS,39,False,AGS,0,N/A,/coins/ags/overview
Scrypt,AmericanCoin,AmericanCoin (AMC),0,4327,/media/19601/amc.png,AMC,N/A,PoW,40,False,AMC,168000000,N/A,/coins/amc/overview
Scrypt,AlienCoin,AlienCoin (ALN),0,4328,/media/20080/aln.png,ALN,N/A,PoW,41,False,ALN,200000000,N/A,/coins/aln/overview
X13,ApexCoin,ApexCoin (APEX),0,4330,/media/19599/apex.png,APEX,N/A,PoW/PoS,43,False,APEX,6000000,N/A,/coins/apex/overview
Scrypt,ArchCoin,ArchCoin (ARCH),0,4331,/media/20085/arch.png,ARCH,N/A,PoS,44,False,ARCH,16403135,N/A,/coins/arch/overview
Scrypt,Argentum,Argentum (ARG),0,4371,/media/19602/arg.png,ARG,N/A,PoW,45,False,ARG,64000000,N/A,/coins/arg/overview
Scrypt,AriCoin,AriCoin (ARI),0,4332,/media/20082/ari.png,ARI,N/A,PoW,46,False,ARI,322649400,N/A,/coins/ari/overview
Scrypt,Aurora Coin,Aurora Coin (AUR),0,4333,/media/19608/aur.png,AUR,N/A,PoW/PoS,47,False,AUR,21000000,N/A,/coins/aur/overview
N/A,AXRON,AXRON (AXR),0,4334,/media/20086/axr.png,AXR,N/A,N/A,48,False,AXR,0,N/A,/coins/axr/overview
SHA256,BattleCoin,BattleCoin (BCX),0,4335,/media/19620/bcx.png,BCX,N/A,PoS,49,False,BCX,100000000,N/A,/coins/bcx/overview
SHA256,Benjamins,Benjamins (BEN),0,4336,/media/19617/ben.png,BEN,N/A,PoW,50,False,BEN,12800000,N/A,/coins/ben/overview
SHA256,BetaCoin,BetaCoin (BET),0,4337,/media/19621/bet.png,BET,N/A,PoW,51,False,BET,32000000,N/A,/coins/bet/overview
SHA256,BitBean,BitBean (BITB),0,4338,/media/350879/bitb.png,BITB,N/A,PoW/PoS,52,False,BITB,50000000000,N/A,/coins/bitb/overview
X11,BlueCoin,BlueCoin (BLU),0,4340,/media/19624/blu.png,BLU,N/A,PoW/PoS,53,False,BLU,500000000,N/A,/coins/blu/overview
Scrypt,BlackCoin,BlackCoin (BLK),0,4339,/media/351795/blk.png,BLK,N/A,PoS,54,False,BLK,N/A,N/A,/coins/blk/overview
X13,BoostCoin,BoostCoin (BOST),0,4342,/media/19626/bost.png,BOST,N/A,PoW/PoS,56,False,BOST,N/A,N/A,/coins/bost/overview
Scrypt,BQCoin,BQCoin (BQC),0,4343,/media/19631/bqc.png,BQC,N/A,PoW,57,False,BQC,88000000,N/A,/coins/bqc/overview
Multiple,MyriadCoin,MyriadCoin (XMY),0,4345,/media/19815/myr.png,XMY,N/A,PoW,58,False,XMY,2000000000,N/A,/coins/xmy/overview
Scrypt,MoonCoin,MoonCoin (MOON),0,4346,/media/19802/moon.png,MOON,N/A,PoW,59,False,MOON,384000000000,N/A,/coins/moon/overview
SHA256,ZetaCoin,ZetaCoin (ZET),0,4347,/media/19993/zet.png,ZET,N/A,PoW,60,False,ZET,N/A,N/A,/coins/zet/overview
Scrypt,SexCoin,SexCoin (SXC),0,4348,/media/19924/sxc.png,SXC,N/A,PoW,61,False,SXC,250000000,N/A,/coins/sxc/overview
Scrypt,Quatloo,Quatloo (QTL),0,4349,/media/19879/qtl.png,QTL,N/A,PoW,62,False,QTL,100000000,N/A,/coins/qtl/overview
Scrypt,EnergyCoin,EnergyCoin (ENRG),0,4350,/media/19697/enrg.png,ENRG,N/A,PoW/PoS,63,False,ENRG,0,N/A,/coins/enrg/overview
Multiple,QuarkCoin,QuarkCoin (QRK),0,4351,/media/19882/qrk.png,QRK,N/A,PoW,64,False,QRK,247000000,N/A,/coins/qrk/overview
Groestl,Riecoin,Riecoin (RIC),0,4352,/media/19888/ric.jpg,RIC,N/A,PoW,65,False,RIC,84000000,N/A,/coins/ric/overview
Scrypt,DigiCoin,DigiCoin (DGC),0,4353,/media/19676/dgc.png,DGC,N/A,PoW,66,False,DGC,48166000,N/A,/coins/dgc/overview
X11,LimeCoinX,LimeCoinX (LIMX),0,4354,/media/19769/limx.png,LIMX,N/A,PoW,67,False,LIMX,21000000 ,N/A,/coins/limx/overview
Scrypt,BitBar,BitBar (BTB),0,4399,/media/20083/bitb.png,BTB,N/A,PoW/PoS,69,False,BTB,500000,N/A,/coins/btb/overview
Scrypt,CAIx,CAIx (CAIx),0,4406,/media/20226/caix.png,CAIx,N/A,PoS,70,False,CAIX,0,N/A,/coins/caix/overview
SHA256,ByteCoin,ByteCoin (BTE),0,4401,/media/19632/bte.png,BTE,N/A,PoW,71,False,BTE,21000000 ,N/A,/coins/bte/overview
Scrypt,BitGem,BitGem (BTG*),0,4402,/media/19634/btg.png,BTG*,N/A,PoW/PoS,72,False,BTG*,1500000,N/A,/coins/btgstar/overview
Scrypt,BitMark,BitMark (BTM),0,4403,/media/20084/btm.png,BTM,N/A,PoW,73,False,BTM,27580000,N/A,/coins/btm/overview
Scrypt,CryptoBuk,CryptoBuk (BUK),0,4404,/media/19637/buk.png,BUK,N/A,PoW/PoS,74,False,BUK,100000000,N/A,/coins/buk/overview
Scrypt,Cachecoin,Cachecoin (CACH),0,4405,/media/19642/cach.png,CACH,N/A,PoW,75,False,CACH,2000000000,N/A,/coins/cach/overview
X11,CannabisCoin,CannabisCoin (CANN),0,4407,/media/20015/cann.png,CANN,N/A,PoW,76,False,CANN,N/A,N/A,/coins/cann/overview
Scrypt,BottleCaps,BottleCaps (CAP),0,4408,/media/20017/cap.png,CAP,N/A,PoW/PoS,77,False,CAP,47433600,N/A,/coins/cap/overview
Scrypt,CashCoin,CashCoin (CASH),0,4409,/media/20016/cash.png,CASH,N/A,PoW/PoS,78,False,CASH,47433600,N/A,/coins/cash/overview
Scrypt,Catcoin,Catcoin (CAT1),0,4410,/media/19644/cat.png,CAT1,N/A,PoW,79,False,CAT1,21000000 ,N/A,/coins/cat1/overview
Scrypt,CryptoBullion,CryptoBullion (CBX),0,4411,/media/20697/cbx.png,CBX,N/A,PoW/PoS,80,False,CBX,1000000,N/A,/coins/cbx/overview
Scrypt,CannaCoin,CannaCoin (CCN),0,4412,/media/19643/ccn.png,CCN,N/A,PoW,81,False,CCN,13140000,N/A,/coins/ccn/overview
Multiple,CinderCoin,CinderCoin (CIN),0,4413,/media/20698/cinder.png,CIN,N/A,PoW/PoS,82,False,CIN,114000000,N/A,/coins/cin/overview
Scrypt,CINNICOIN,CINNICOIN (CINNI),0,4414,/media/19651/cinni.jpeg,CINNI,N/A,PoW,83,False,CINNI,15000000,N/A,/coins/cinni/overview
N/A,CheckCoin,CheckCoin (CXC),0,4415,/media/20246/cxc.png,CXC,N/A,PoS,84,False,CXC,100000000,N/A,/coins/cxc/overview
N/A,CLAMS,CLAMS (CLAM),0,4416,/media/20020/clam.png,CLAM,N/A,PoW,85,False,CLAM,N/A,N/A,/coins/clam/overview
X13,CloakCoin,CloakCoin (CLOAK),0,4417,/media/19994/cloak.png,CLOAK,N/A,PoW/PoS,86,False,CLOAK,N/A,N/A,/coins/cloak/overview
SHA256,CopperLark,CopperLark (CLR),0,4418,/media/19657/clr.png,CLR,N/A,PoW,87,False,CLR,27200000,N/A,/coins/clr/overview
Scrypt,CosmosCoin,CosmosCoin (CMC),0,4419,/media/20019/cmc.png,CMC,N/A,PoW/PoS,88,False,CMC,100000000,N/A,/coins/cmc/overview
Scrypt,ChinaCoin,ChinaCoin (CNC),0,4420,/media/20021/cnc.png,CNC,N/A,PoW,89,False,CNC,462500000,N/A,/coins/cnc/overview
X11,ConcealCoin,ConcealCoin (CNL),0,4421,/media/20024/cnl.png,CNL,N/A,PoW,90,False,CNL,8500000,N/A,/coins/cnl/overview
Scrypt,Community Coin,Community Coin (COMM),0,4422,/media/19661/comm.png,COMM,N/A,PoW/PoS,91,False,COMM,1000000000,N/A,/coins/comm/overview
Scrypt,CoolCoin,CoolCoin (COOL),0,4423,/media/19658/cool.png,COOL,N/A,PoS,92,False,COOL,100000000,N/A,/coins/cool/overview
X11,CrackCoin,CrackCoin (CRACK),0,4424,/media/20023/crack.png,CRACK,N/A,PoW,93,False,CRACK,6000000,N/A,/coins/crack/overview
X11,CryptCoin,CryptCoin (CRYPT),0,4427,/media/19664/crypt.png,CRYPT,N/A,PoW,95,False,CRYPT,18000000,N/A,/coins/crypt/overview
Scrypt,CasinoCoin,CasinoCoin (CSC),0,4428,/media/19667/csc.png,CSC,N/A,PoW,96,False,CSC,336000000,N/A,/coins/csc/overview
SHA256,eMark,eMark (DEM),0,4429,/media/20028/dem.png,DEM,N/A,PoW/PoS,97,False,DEM,210000000,N/A,/coins/dem/overview
Multiple,Verge,Verge (XVG),0,4433,/media/12318032/xvg.png,XVG,N/A,PoW,99,False,XVG,16555000000,N/A,/coins/xvg/overview
X11,DarkCash,DarkCash (DRKC),0,4434,/media/20027/drkc.png,DRKC,N/A,PoW/PoS,100,False,DRKC,3720000,N/A,/coins/drkc/overview
Scrypt,DarkShibe,DarkShibe (DSB),0,4435,/media/20034/dsb.png,DSB,N/A,PoW,101,False,DSB,2043962,N/A,/coins/dsb/overview
SHA256,DevCoin,DevCoin (DVC),0,4436,/media/20563/dvc.png,DVC,N/A,PoW,102,False,DVC,21000000000,N/A,/coins/dvc/overview
Scrypt,EarthCoin,EarthCoin (EAC),0,4437,/media/19690/eac.png,EAC,N/A,PoW,103,False,EAC,13500000000,N/A,/coins/eac/overview
Scrypt,E-Gulden,E-Gulden (EFL),0,4438,/media/19692/efl.png,EFL,N/A,PoW,104,False,EFL,21000000 ,N/A,/coins/efl/overview
Scrypt,Elacoin,Elacoin (ELC),0,4439,/media/19694/elc.png,ELC,N/A,PoW,105,False,ELC,75000000,N/A,/coins/elc/overview
Scrypt,Einsteinium,Einsteinium (EMC2),0,4440,/media/20033/emc2.png,EMC2,N/A,PoW,106,False,EMC2,299792458,N/A,/coins/emc2/overview
Scrypt,Emerald,Emerald (EMD),0,4441,/media/20278/emd.png,EMD,N/A,PoW,107,False,EMD,31499000	,N/A,/coins/emd/overview
PoS,Exclusive Coin,Exclusive Coin (EXCL),0,4442,/media/20035/excl.png,EXCL,N/A,PoS,108,False,EXCL,4000000,N/A,/coins/excl/overview
Scrypt,ExeCoin,ExeCoin (EXE),0,4443,/media/19700/exe.png,EXE,N/A,PoW,109,False,EXE,21000000 ,N/A,/coins/exe/overview
Scrypt,EZCoin,EZCoin (EZC),0,4444,/media/19702/ezc.png,EZC,N/A,PoW,110,False,EZC,84000000,N/A,/coins/ezc/overview
Scrypt,Flappy Coin,Flappy Coin (FLAP),0,4445,/media/20032/flap.png,FLAP,N/A,PoW,111,False,FLAP,100000000000,N/A,/coins/flap/overview
X11,Fuel2Coin,Fuel2Coin (FC2),0,4446,/media/19719/fuel.png,FC2,N/A,PoS,112,False,FC2,100000000,N/A,/coins/fc2/overview
SHA256,FireflyCoin,FireflyCoin (FFC),0,4447,/media/19706/ffc.png,FFC,N/A,PoW,113,False,FFC,700000000000,N/A,/coins/ffc/overview
NIST5,FIBRE,FIBRE (FIBRE),0,4448,/media/20030/fibre.png,FIBRE,N/A,PoW/PoS,114,False,FIBRE,624000,N/A,/coins/fibre/overview
SHA256,FireRoosterCoin,FireRoosterCoin (FRC),0,4521,/media/1382629/frc.png,FRC,N/A,PoW,115,False,FRC,2602410,N/A,/coins/frc/overview
Scrypt,FlutterCoin,FlutterCoin (FLT),0,4449,/media/19709/flt.png,FLT,N/A,PoS/PoW/PoT,116,False,FLT,0,N/A,/coins/flt/overview
Scrypt,Franko,Franko (FRK),0,4522,/media/19712/frk.png,FRK,N/A,PoW,117,False,FRK,11235813,N/A,/coins/frk/overview
X11,FractalCoin,FractalCoin (FRAC),0,4450,/media/19710/frac.png,FRAC,N/A,PoW,118,False,FRAC,1000000,N/A,/coins/frac/overview
Scrypt,FastCoin,FastCoin (FST),0,4523,/media/19720/fst.png,FST,N/A,PoW,119,False,FST,165888000,N/A,/coins/fst/overview
Scrypt,FeatherCoin,FeatherCoin (FTC),0,4524,/media/19718/ftc.png,FTC,N/A,PoW,120,False,FTC,336000000,N/A,/coins/ftc/overview
Scrypt,GrandCoin,GrandCoin (GDC),0,4526,/media/20054/gdc.png,GDC,N/A,PoW,122,False,GDC,1420609614,N/A,/coins/gdc/overview
Scrypt,GlobalCoin,GlobalCoin (GLC),0,4527,/media/19724/glc.png,GLC,N/A,PoW,123,False,GLC,70000000,N/A,/coins/glc/overview
Scrypt,GalaxyCoin,GalaxyCoin (GLX),0,4529,/media/19728/glx.png,GLX,N/A,PoW/PoS,125,False,GLX,538214400,N/A,/coins/glx/overview
X11,GlyphCoin,GlyphCoin (GLYPH),0,4530,/media/19725/glyph.png,GLYPH,N/A,PoW/PoS,126,False,GLYPH,7000000,N/A,/coins/glyph/overview
Scrypt,GameLeagueCoin,GameLeagueCoin (GML),0,4531,/media/19726/gml.png,GML,N/A,PoW/PoS,127,False,GML,500000000,N/A,/coins/gml/overview
X11,GuerillaCoin,GuerillaCoin (GUE),0,4532,/media/19732/gue.png,GUE,N/A,PoW/PoS,128,False,GUE,19500000,N/A,/coins/gue/overview
X15,Halcyon,Halcyon (HAL),0,4533,/media/20036/hal.png,HAL,N/A,PoW/PoS,129,False,HAL,0,N/A,/coins/hal/overview
Scrypt,HoboNickels,HoboNickels (HBN),0,4534,/media/19735/hbn.png,HBN,N/A,PoW/PoS,130,False,HBN,120000000,N/A,/coins/hbn/overview
Multiple,HunterCoin,HunterCoin (HUC),0,4535,/media/20037/hun.png,HUC,N/A,PoW,131,False,HUC,42000000,N/A,/coins/huc/overview
Multiple,HeavyCoin,HeavyCoin (HVC),0,4536,/media/19745/hvc.png,HVC,N/A,PoW,132,False,HVC,128000000,N/A,/coins/hvc/overview
X11,Hyperstake,Hyperstake (HYP),0,4537,/media/20624/hyp.png,HYP,N/A,PoW/PoS,133,False,HYP,0,N/A,/coins/hyp/overview
NIST5,IceBergCoin,IceBergCoin (ICB),0,4538,/media/19747/icb.png,ICB,N/A,PoW/PoS,134,False,ICB,8750000,N/A,/coins/icb/overview
Scrypt,Infinite Coin,Infinite Coin (IFC),0,4539,/media/19754/ifc.png,IFC,N/A,PoW,135,False,IFC,9060000000000000000,N/A,/coins/ifc/overview
X11,IOCoin,IOCoin (IOC),0,4540,/media/20042/ioc.png,IOC,N/A,PoW/PoS,136,False,IOC,N/A,N/A,/coins/ioc/overview
SHA256,IXcoin,IXcoin (IXC),0,4541,/media/19761/ixc.png,IXC,N/A,PoW,137,False,IXC,21000000,N/A,/coins/ixc/overview
X11,JumBucks Coin,JumBucks Coin (JBS),0,4542,/media/20044/jbs.png,JBS,N/A,PoW/PoS,138,False,JBS,3293010,N/A,/coins/jbs/overview
Scrypt,JunkCoin,JunkCoin (JKC),0,4543,/media/19757/jkc.png,JKC,N/A,PoW,139,False,JKC,107000000,N/A,/coins/jkc/overview
X13,JudgeCoin,JudgeCoin (JUDGE),0,4544,/media/20038/judge.png,JUDGE,N/A,PoW/PoS,140,False,JUDGE,21600000,N/A,/coins/judge/overview
Scrypt,Klondike Coin,Klondike Coin (KDC),0,4545,/media/19766/kdc.png,KDC,N/A,PoW,141,False,KDC,20000000,N/A,/coins/kdc/overview
Scrypt,KrugerCoin,KrugerCoin (KGC),0,4547,/media/19763/kgc.png,KGC,N/A,PoW,143,False,KGC,265420800,N/A,/coins/kgc/overview
Multiple,CoinWorksCoin,CoinWorksCoin (LAB*),0,4548,/media/20040/lab.png,LAB*,N/A,PoW,144,False,LAB*,1000000,N/A,/coins/labstar/overview
Scrypt,Legendary Coin,Legendary Coin (LGD*),0,4549,/media/19770/lgd.png,LGD*,N/A,PoW/PoS,145,False,LGD*,10000000,N/A,/coins/lgdstar/overview
Scrypt,Lucky7Coin,Lucky7Coin (LK7),0,4550,/media/19776/lk7.png,LK7,N/A,PoW/PoS,146,False,LK7,99792000,N/A,/coins/lk7/overview
Scrypt,LuckyCoin,LuckyCoin (LKY),0,4551,/media/19774/lky.png,LKY,N/A,PoW,147,False,LKY,20000000,N/A,/coins/lky/overview
NIST5,LightSpeedCoin,LightSpeedCoin (LSD),0,4552,/media/20041/lsd.png,LSD,N/A,PoW/PoS,148,False,LSD,900000,N/A,/coins/lsd/overview
Scrypt,Litebar ,Litebar  (LTB),0,4553,/media/20336/ltb.png,LTB,N/A,PoW,149,False,LTB,1350000,N/A,/coins/ltb/overview
Scrypt,LitecoinDark,LitecoinDark (LTCD),0,4554,/media/20043/ltcd.png,LTCD,N/A,PoW,150,False,LTCD,82003200,N/A,/coins/ltcd/overview
X11,LitecoinX,LitecoinX (LTCX),0,4555,/media/19779/ltcx.png,LTCX,N/A,PoW,151,False,LTCX,84000000,N/A,/coins/ltcx/overview
X11,LibrexCoin,LibrexCoin (LXC),0,4556,/media/20045/lxc.png,LXC,N/A,PoW/PoS,152,False,LXC,1000000,N/A,/coins/lxc/overview
Scrypt,LycanCoin,LycanCoin (LYC),0,4557,/media/19785/lyc.png,LYC,N/A,PoW,153,False,LYC,4950000000,N/A,/coins/lyc/overview
SHA3,MaxCoin,MaxCoin (MAX),0,4558,/media/19786/max.png,MAX,N/A,PoW/PoS,154,False,MAX,100000000,N/A,/coins/max/overview
Scrypt,MegaCoin,MegaCoin (MEC),0,4559,/media/19789/mec.png,MEC,N/A,PoW,155,False,MEC,42000000,N/A,/coins/mec/overview
HybridScryptHash256,MediterraneanCoin,MediterraneanCoin (MED),0,4560,/media/20046/med.png,MED,N/A,PoW,156,False,MED,200000000,N/A,/coins/med/overview
X11,Minerals Coin,Minerals Coin (MIN),0,4561,/media/19793/min.png,MIN,N/A,PoW/PoS,157,False,MIN,1000000,N/A,/coins/min/overview
Scrypt,MintCoin,MintCoin (MINT),0,4562,/media/19797/mint.png,MINT,N/A,PoS,158,False,MINT,0,N/A,/coins/mint/overview
SHA256,Cryptsy Mining Contract,Cryptsy Mining Contract (MN),0,4563,/media/19796/mn1.png,MN,N/A,PoW,159,False,MN,0,N/A,/coins/mn/overview
Scrypt,MinCoin,MinCoin (MNC),0,4564,/media/19805/mincoin.png,MNC,N/A,PoW,160,False,MNC,10000000,N/A,/coins/mnc/overview
Scrypt,MurrayCoin,MurrayCoin (MRY),0,4566,/media/19807/mry.jpg,MRY,N/A,PoW,162,False,MRY,58000000,N/A,/coins/mry/overview
X11,MysteryCoin,MysteryCoin (MYST*),0,4567,/media/20053/myst.png,MYST*,N/A,PoW,163,False,MYST*,32433366,N/A,/coins/myststar/overview
SHA256,MazaCoin,MazaCoin (MZC),0,4568,/media/19816/mzc.png,MZC,N/A,PoW/PoS,164,False,MZC,2419200000,N/A,/coins/mzc/overview
Scrypt,NanoToken,NanoToken (NAN),0,4569,/media/19821/nan.png,NAN,N/A,PoW,165,False,NAN,80000000,N/A,/coins/nan/overview
Scrypt,Nautilus Coin,Nautilus Coin (NAUT),0,4570,/media/19822/naut.png,NAUT,N/A,PoS,166,False,NAUT,16180000,N/A,/coins/naut/overview
X13,NavCoin,NavCoin (NAV),0,4571,/media/351431/nav.png,NAV,N/A,PoW/PoS,167,False,NAV,0,N/A,/coins/nav/overview
Scrypt,Nybble,Nybble (NBL),0,4572,/media/19825/nbl.png,NBL,N/A,PoW,168,False,NBL,210000000,N/A,/coins/nbl/overview
Scrypt,NeoCoin,NeoCoin (NEC),0,4573,/media/19824/nec.png,NEC,N/A,PoW/PoS,169,False,NEC,80000000,N/A,/coins/nec/overview
Scrypt,NetCoin,NetCoin (NET),0,4574,/media/19826/net.png,NET,N/A,PoW,170,False,NET,N/A,N/A,/coins/net/overview
X15,Nimbus Coin,Nimbus Coin (NMB),0,4575,/media/20049/nmb.png,NMB,N/A,PoW/PoS,171,False,NMB,25000000,N/A,/coins/nmb/overview
SHA256,NoirBits,NoirBits (NRB),0,4576,/media/19839/nrb.png,NRB,N/A,PoW,172,False,NRB,50000000,N/A,/coins/nrb/overview
Scrypt,NobleCoin,NobleCoin (NOBL),0,4577,/media/19833/nobl.png,NOBL,N/A,PoW,173,False,NOBL,15000000000,N/A,/coins/nobl/overview
Scrypt,NoirShares,NoirShares (NRS),0,4578,/media/19834/nrs.png,NRS,N/A,PoW/PoS,174,False,NRS,5000000,N/A,/coins/nrs/overview
Scrypt,NovaCoin,NovaCoin (NVC),0,4579,/media/20713/nvc.png,NVC,N/A,PoW/PoS,175,False,NVC,N/A,N/A,/coins/nvc/overview
SHA256,NameCoin,NameCoin (NMC),0,4580,/media/19830/nmc.png,NMC,N/A,PoW,176,False,NMC,21000000,N/A,/coins/nmc/overview
Scrypt,NyanCoin,NyanCoin (NYAN),0,4581,/media/19842/nyan.png,NYAN,N/A,PoW,177,False,NYAN,337000,N/A,/coins/nyan/overview
X13,OpalCoin,OpalCoin (OPAL),0,4582,/media/20050/opal.png,OPAL,N/A,PoW/PoS,178,False,OPAL,15000000,N/A,/coins/opal/overview
NeoScrypt,Orbitcoin,Orbitcoin (ORB),0,4583,/media/19845/orb.png,ORB,N/A,PoW/PoS,179,False,ORB,3770000,N/A,/coins/orb/overview
SHA256,OpenSourceCoin,OpenSourceCoin (OSC),0,4584,/media/19847/osc.png,OSC,N/A,PoW/PoS,180,False,OSC,21000000,N/A,/coins/osc/overview
Scrypt,PhilosophersStone,PhilosophersStone (PHS),0,4585,/media/19857/phs.png,PHS,N/A,PoW,181,False,PHS,8891840,N/A,/coins/phs/overview
N/A,Cryptsy Points,Cryptsy Points (POINTS),0,4586,/media/19863/points.png,POINTS,N/A,N/A,182,False,POINTS,0,N/A,/coins/points/overview
Scrypt,PotCoin,PotCoin (POT),0,4587,/media/19865/pot.png,POT,N/A,PoW,183,False,POT,420000000,N/A,/coins/pot/overview
X13,PseudoCash,PseudoCash (PSEUD),0,4588,/media/20052/pseud.png,PSEUD,N/A,PoW/PoS,184,False,PSEUD,2200000,N/A,/coins/pseud/overview
SHA256,Protoshares,Protoshares (PTS*),0,4589,/media/19869/pts.png,PTS*,N/A,PoW,185,False,PTS*,2000000,N/A,/coins/ptsstar/overview
